Booking ID,Flight ID,Seat Class,Seats Booked,Fare Paid,Customer ID
92,465,Economy,4,584.2760000000001,57ddcb6a-7873-4b58-9158-24c853d92b2c
93,942,First,2,1694.7810000000002,68d461b8-1bb7-46be-8fe7-1d6c6f2cc81a
94,671,Business,3,1772.484,6cc3570e-c68d-442b-8bf8-ffd727c31be8
95,266,Business,2,3530.945,3182aa91-9602-401b-9fe2-1d19566d7443
96,824,Business,2,3956.9970000000003,ae7e7b09-8250-4401-82fc-086d9e14a527
97,147,First,2,4703.952,898977cb-55c2-4f13-bdc2-72ec88f6e738
98,684,Economy,1,535.068,6604acf8-ff99-41c3-b98d-a7caac4c456a
99,133,Economy,2,829.8960000000001,d5136dd8-8271-42d5-8ca4-df9bd5be94e0
100,387,Business,1,5333.28,c9b9900b-dd10-443d-9b1b-736e805fddc5
101,126,Business,1,1678.402,3ea157dc-cb84-446f-aa37-14351d418c67
102,275,Business,3,2871.675,bc240926-8554-4dcd-b839-c9ba3e51cd2b
103,684,First,2,4650.56,e3e1a453-4321-4405-8982-98ce8589386f
104,37,First,3,4180.464,a195cb34-3957-4531-bcc5-07b2a3045aea
105,786,First,4,1171.98,4dfdb215-07e2-4a3e-bb74-9504f6736071
106,479,Business,3,5522.616,364cc913-ca4c-4dad-881a-97c5b32ec29f
107,763,Business,4,2660.9770000000003,9e082ff0-fb13-4788-a22e-e4b7ec9c8650
108,818,Economy,3,4983.374000000001,562c3d53-fdc3-4e49-942e-bbcb3afe81a5
109,912,First,2,1705.86,7765237a-e462-4552-b849-149d6ebb45cd
110,411,Business,2,6792.44,312d5a35-2553-4e43-8ba6-40fab098fcca
111,21,Economy,1,1534.6760000000002,a211c3b3-3419-4775-8946-3259369c2fd2
112,714,Economy,2,4259.75,59ac286b-799c-45e8-8954-7a684503c099
113,658,Business,4,2343.5280000000002,dc83407f-0cb7-4334-aa16-9072d50c6e59
114,556,Economy,3,8583.66,f694ab41-e73f-43a2-8778-e6fbbf8db72c
115,90,Economy,3,3000.228,bae45809-3f06-43b4-a611-7f312717fb3a
116,312,Economy,4,5082.915,2873bee7-0eb4-4a75-8df7-30e84f7e6e7e
117,56,Business,1,1805.88,4240bd52-d826-42eb-bb3f-1cb041c34cd7
118,102,Economy,2,2691.576,ff192906-7f23-4c70-9f7c-da6d99ff059d
119,709,First,2,6908.025000000001,1f71263d-79c5-4c5f-aa87-9b097446a598
120,900,First,4,4051.2340000000004,b7292395-68d4-491c-a558-d3064e2ac77f
121,482,Economy,2,2547.7650000000003,0cf00a83-6802-4b04-af8c-dbca3557c591
122,673,Business,1,5479.89,b92f346a-a55a-4867-a736-ad8f4e37b1fe
123,842,Economy,2,6645.525000000001,244ee630-653a-41e1-9565-3e5ee6992c28
124,717,Economy,4,2048.955,03714ce5-3641-4b08-af3d-530597659754
125,191,Business,4,1135.068,0fe84117-4e9d-4d22-a370-0ef6d10b8d9e
126,664,Business,4,1376.84,c64ef155-f4a0-42cb-b7b1-6eccedde3783
127,287,Business,2,4860.705,a0dac2cb-1f87-4059-9fd0-d87ce15477f5
128,998,Economy,1,3336.8,8c030826-e374-4886-8542-03fa03aaccaa
129,533,Business,3,4944.585,30df81b7-bd61-480e-b56d-fbedb416bc6a
130,810,First,1,856.44,d8646af3-f53f-4dce-8870-06f188b11305
131,565,Economy,1,2207.13,cdca6c1e-4e1e-4ae6-a0c7-531c4fa8fa0f
132,632,Economy,3,1475.0010000000002,ab5edf4d-0bfc-48d8-995f-9fc60fce57e9
133,977,Economy,1,3969.012,15acac8c-1f4e-489b-8be0-f99feead2a7a
134,586,Economy,4,1918.815,67d69772-bd5d-4ba9-b483-f3bba14e527a
135,262,Economy,4,1214.415,9a5d91fd-022d-43ea-b5ac-4241402de907
136,705,First,3,6997.02,03feafbe-0c95-45b6-9775-a0aff2ab4aad
137,325,First,4,1764.3120000000001,f97e0c1f-c53d-4f6b-8a35-3b2d2af96a47
138,181,Economy,4,3978.612,32e16ae0-eec0-4827-931d-3dc9e389aa79
139,415,First,2,3747.08,275b6bba-ad63-4f64-bc43-228a24f8911c
140,900,Economy,1,445.392,83c76f8d-b364-42b4-bc3d-dacc99d993a4
141,899,Business,2,3348.456,89ce4043-f3f4-4478-ba0f-e031c343aac9
142,428,First,3,3548.37,d1b03ecb-9795-4582-854e-291cfbc8d10f
143,504,Economy,1,2823.156,387f3370-a44b-410a-921a-8a3e4bf7cd76
144,362,Business,3,5194.36,2a15d348-7500-4fad-b230-fefa3eb1246a
145,992,First,3,4115.52,2dac7280-1bd7-4b37-b9a0-2320fff94296
146,997,Economy,2,228.019,91c928c1-1b8b-4e9b-9b5a-a53294932c19
147,203,First,2,3708.4960000000005,513565b1-b9b4-4d30-a6f4-676cb84f69dc
148,506,First,1,1451.43,31c18243-dfe2-4b18-9c0b-a191ef0b8055
149,579,First,3,4882.305,a45c6346-7c01-47eb-abcb-0a80af848ecc
150,327,Business,1,1833.1439999999998,92a7e77e-df6f-4872-a2f6-21545d4c178e
151,700,First,4,3831.2120000000004,9846514d-241b-407a-bbf0-df84d2e97699
152,601,Economy,2,3320.1600000000003,95cf2075-e1c9-4c03-9506-d3bb37d17830
153,932,First,4,426.39300000000003,a949b3b0-44d1-4277-b206-cf8f9deb4bcc
154,379,Economy,4,5154.853,508f32a0-ddcc-4de7-a411-3edbf1aa8cfc
155,665,First,2,2508.0330000000004,99402557-7913-404b-8ebf-950344d9c82a
156,775,Business,3,5892.36,61dec5ba-8c5d-4e9f-b6dc-9ac41d804992
157,316,First,1,635.928,e3a42a3d-2830-4e33-b8d4-dfe0e06d9806
158,951,Business,1,2968.02,f36e97f4-f640-49d8-b319-7f910c69d071
159,336,Business,2,4547.36,6c4dc29c-7160-4fcb-9e8d-5c214f9f4939
160,648,First,3,1315.2590000000002,b84570ba-6af0-4239-8227-1ce286fb9e09
161,768,Business,2,5823.648,0f57c649-92e0-40f8-a1b0-26553d21e6d2
162,179,Economy,2,1280.5980000000002,976fb001-f7a8-44b9-a25b-e8751c686dca
163,434,First,3,2720.6300000000006,1c3be518-6067-471d-87e0-2a345450a146
164,128,First,2,5197.379000000001,b6e81438-0ead-4aa0-9401-90a050e33050
165,799,Economy,1,2685.36,62625fd8-84b8-453b-98a9-29a91baf06f8
166,848,Economy,3,1554.636,96bb6188-7cbc-434b-9b76-5c262683c52b
167,350,Business,3,1682.664,b6b4d7d4-db7c-4c28-bb91-5dd6b75e55b9
168,85,Business,2,4818.42,f3818eba-2a50-4a8d-ab7c-85f7fa9b94ea
169,899,Business,1,2553.5099999999998,33e3f57d-11ea-496e-a2c7-0ae111475eae
170,271,Economy,2,1764.3450000000003,ccce05f8-3f39-47b2-9c16-5f7461ee16e8
171,475,Business,3,3459.12,153169e2-59d1-44a9-81fa-e98ba6d3e613
172,224,Economy,2,7173.51,9ab8fcd2-9229-4c87-bae5-c6027086a48e
173,873,Economy,2,3591.495,86b06e3e-9e0b-4153-be65-0aaf0bd67568
174,987,Economy,1,5422.956,37d10f5c-6390-499e-9155-72443faa2ca1
175,529,Economy,4,851.378,6c070e81-389b-4911-bf87-6fd108742771
176,319,Economy,1,5151.311000000001,2f9fc9fa-9060-4aaa-b6fb-1d317a24a839
177,88,Business,2,3627.36,4d5fd110-ebe8-46e0-bbcb-beddc637f817
178,213,Business,4,1054.464,1d6f0af2-d35b-4ed1-a925-137c00eeea9d
179,511,First,1,3910.56,15cbb07f-02d3-4f8c-8296-6d439a979cab
180,642,Economy,2,1576.0800000000002,a0f09979-9e8d-4234-bb7d-c1baba5e30d0
181,4,First,1,9245.56,56ed9ba4-63c8-45a3-9878-d5efcf4beb8a
182,248,First,1,2155.6040000000003,6b0a6480-b0b4-40f0-910a-e23f304290fc
183,977,Economy,3,4577.928,39622c16-17c3-4268-91e4-6d36c37c8fea
184,337,Business,1,1537.06,aa7acf27-10bd-4534-8943-f080ebad64d7
185,668,First,2,4574.955,600808c9-a7c5-46be-85c4-99e4b9068df1
186,453,First,1,2979.06,b3b8b1c1-ee83-4d39-883e-0a94a2e8f566
187,122,First,3,3453.835,6ac40cac-633b-457c-904c-d8bbead191c0
188,426,Business,3,1812.14,34051863-f778-44e3-9eb2-91e7e37d5428
189,867,Business,1,5144.37,00267af0-faf5-4751-877b-6f135a80b346
190,166,Business,4,5167.965,24b0b3f2-10be-4d0c-820b-75fa45bd6e7d
191,66,Economy,3,5529.92,d49b7653-7a7c-4436-834a-b7d2d302c6ba
192,90,Economy,3,8816.2,e66ef7c4-a903-4c65-af17-297b6b56fcf1
193,457,First,2,641.625,ea8e43a0-6c23-4ee4-9cb8-d13ea2e000b1
194,411,Business,4,1745.469,beee8971-78cb-4f27-85e0-1c1b1ab6bbb3
195,934,Business,2,2079.68,52d1445a-5001-45f0-b529-ef5421d43426
196,668,Economy,3,1827.24,7a8d59c8-c312-4466-9bb3-27ea4ca15129
197,858,First,1,1796.861,682f3501-3cf3-41dd-9472-3246cf98293a
198,944,Economy,3,1879.94,6ca8b0ea-4ba4-44c5-abf7-d0c9301ad955
199,983,First,1,7067.61,b7f9d360-b1aa-49b1-bc9d-e89ba9140bb6
200,639,First,4,2461.42,029187dd-c0c6-4f5c-be31-895b88f31c1b
201,386,First,3,444.71900000000005,87f8491f-af01-4657-be67-7013cc828c02
202,574,Business,1,1368.0040000000001,202d918c-0c38-4ca4-afec-331035bf8d57
203,290,Business,4,1619.508,97a8763d-4c3c-4b34-b20d-1a1ecfe94f62
204,143,First,4,892.512,392e72a7-d9b5-46be-8a8f-ddf00dea552c
205,800,Economy,1,3762.24,0e38c0b7-5a57-4305-b0cb-a7cc32068469
206,486,Economy,3,7829.9,20181f98-1674-4cfa-9fe9-3f4f4e4c0d2d
207,69,First,1,810.36,e78e4ddd-b862-4770-9606-ac53f0cd68f3
208,793,Business,3,5556.575999999999,5cd44035-ea05-46d5-8145-1f137fed20e1
209,35,First,4,866.041,dc86ebcf-a1cb-4d7b-b73a-11b4add74dcb
210,317,Economy,2,2957.0,6ee6f304-8958-4361-9214-dd9a7ff10190
211,819,Economy,3,4290.6449999999995,a022741a-ff0c-4ced-bc65-38d9d1ee15e1
212,621,Economy,3,2031.3359999999998,341de25c-a530-4c15-b197-6f87a253f1b5
213,277,First,1,5301.8550000000005,a9aa0d88-ee78-4cd3-a7ba-a3e7c8d8fe5b
214,889,First,3,2320.835,14d3c5e2-8333-4332-9517-b10c22151164
215,381,First,2,8271.98,3881efd8-4331-4995-974e-b222b66dc399
216,393,Economy,4,4125.022,e4cf6d87-13df-472a-ba5d-131ce8a1b93b
217,421,Economy,3,3109.18,e3a2278f-a51a-4bfe-8c90-154f4421141e
218,902,First,3,889.9499999999999,64b9ea09-a2a3-47a1-a6e1-92998e16d644
219,344,Economy,1,7852.7,d0305822-fd9f-45ce-ba83-28029f29bee1
220,158,Business,3,4728.92,8b5c8aef-dddc-4d9a-b1fd-7e093abec726
221,661,Economy,4,1899.312,8a655b7f-86c0-4be7-8dde-4a59c73c0684
222,705,First,1,4813.523000000001,ad228cde-1c75-4497-8ce0-fc1050981ff2
223,708,First,4,391.11600000000004,7577005c-f69b-4882-8b96-a7df94fad939
224,452,Economy,1,4818.627,911eb958-2652-4d3e-af44-319bc945a0d2
225,24,Economy,4,8569.72,1c810d11-5d1b-443f-8e98-cf8d0092420f
226,517,Economy,1,2010.7230000000002,b4efa843-c286-4d09-bda0-6e5c11fcb9ce
227,854,Business,1,6990.6,5cdcc42c-6ccb-404e-a101-06a2e87e805d
228,909,Business,2,837.6,946afb67-d824-46bd-a552-bfa9e2e01510
229,152,First,2,775.5,8824cb06-f931-4c77-9790-bc0ceba3d65c
230,898,Economy,1,1554.0140000000001,42dd4a71-6d70-4e21-b5e9-07ba9480f282
231,431,Business,1,4710.912,918937ba-e799-4500-a116-bd8495b7acc9
232,5,Business,2,5316.8,00230ab8-122a-4bc8-b91e-7850595a978b
233,526,First,4,1224.06,bbcd0968-169b-4a7e-9052-4c84b9f33f43
234,476,First,2,4273.035,20c136a9-edc3-4ad6-b8a4-485faeff4729
235,54,Business,3,2274.4370000000004,5aebb61c-390b-4052-bc9f-5384e6ded3c7
236,584,Economy,4,4816.692,f453fc7f-2660-4fa1-9863-d3c015962db8
237,518,First,3,3416.84,ecae21cd-5c21-4bb4-9282-fe7aecb34b38
238,228,Economy,2,7907.32,4ccb4945-685b-478a-9ca6-54c9b947b34d
239,775,First,4,3350.05,023f7404-08c6-444c-a3f6-57277173f109
240,605,First,2,3247.92,0bea9939-7d05-4285-b19f-e9495e5f25c7
241,258,First,4,1992.1799999999998,fb1af0d4-bcbd-44bd-8544-874e4bf3e112
242,970,Business,1,3093.9750000000004,512a94fa-667d-4ea6-a03f-a00a23d6564d
243,16,First,2,4060.38,ec5f90c9-538c-4f61-a224-67814bebb18d
244,517,Economy,2,1334.625,1dcda501-2968-49d3-b5e0-470764386c2e
245,208,Economy,2,1908.26,93d81223-3244-4a5b-84ef-d0a08f7e38f3
246,430,Business,4,8121.82,6cdb7d19-739c-4b92-9277-b531314c2a15
247,172,Economy,4,5649.735,2607c5df-c01f-4e4d-aa4a-46c20529bbbe
248,651,Economy,2,464.928,f7d4e679-686a-4361-9a6b-12d8a893a0eb
249,318,First,1,1507.908,1e1277c8-2d37-4994-939b-8b636c4bb3a6
250,467,First,2,4679.112,81ac5999-1c30-4590-9fd2-6595aff12671
251,944,Economy,4,5901.468,0311800f-b6ab-4458-8a26-3d9169b30a3f
252,964,Economy,3,6579.960000000001,a97b6b9d-d203-49a5-bf8b-245120b61793
253,39,Business,3,5442.0740000000005,e42ffde2-d979-43a1-9cae-eb312d6abcdb
254,832,Business,4,6642.105,200ccc57-c78e-4d5c-8c24-dbba87294f4d
255,13,Economy,4,3741.135,6562678b-4686-432f-8d9c-dc2f09e3b295
256,141,First,3,814.6200000000001,c9bb715b-e98b-49c7-9899-eb48ec2feb2a
257,526,First,3,5951.052,7c6099ec-bc41-4c1a-87e2-691bb8941bae
258,564,Economy,4,1387.68,93604926-6d2c-4c34-9402-df92bae91aa3
259,641,Economy,4,5349.872000000001,fcb48729-159f-4a75-be81-8b2c11fe4043
260,752,Business,4,8768.96,4a60b378-4ed1-40c2-a43c-9586ce0d999f
261,698,Economy,3,2926.4700000000003,c1b10fe7-952f-44db-9330-3d359033faf3
262,14,Business,4,433.56,5c7d2ada-4216-41fc-9e2e-70040006b1de
263,396,First,3,7148.14,185c51da-1ecd-4ddd-b7e1-ec70c1d6be97
264,794,Business,1,2861.73,937a8c35-5da6-433b-b51f-a0f3628bd610
265,865,Business,2,5570.5,8005c280-2f04-4b50-96ce-17421d02b485
266,730,Economy,4,2704.6679999999997,9d35c012-dc4d-4d42-998f-9521b9b2fa96
267,860,Business,4,5277.527999999999,1ef39a8a-0281-4046-881a-bac87ea81bf8
268,466,First,1,5982.4439999999995,411c7522-be61-49c3-960e-47e3815fe380
269,987,Economy,4,8067.44,34c2c9b3-110e-403e-8178-ec02c4cce723
270,194,First,3,792.81,b743d08e-f56e-4d82-8e64-90a2ee279352
271,281,First,3,3753.696,2f689348-5285-432f-9c27-bf8de62233db
272,684,Business,3,6626.96,1db323ec-95e3-4774-ab45-f36420879e13
273,499,Business,3,2691.156,a92ec62c-1a22-4114-90ab-204fb38878df
274,267,Business,2,5248.92,3bb7a728-7a89-4fec-9ba0-74c567fff084
275,756,Economy,4,5678.964,b4a9c33b-73be-4231-aeaf-397c3dadd1d7
276,429,First,2,7005.795,c209f920-43f3-4e3d-a9fd-d102e319574c
277,584,Economy,1,2338.62,1b4c0928-2d4b-4a75-8174-4b32c684e6ca
278,781,Economy,1,6715.66,2c323ed6-1060-48ae-a8f1-14b3d7a52e66
279,394,First,1,3451.035,2fdefabf-2970-47d2-948c-5e77ca96d487
280,562,Economy,4,3778.28,97571eb8-ce5e-4183-bab7-2cc59d620e87
281,876,Economy,3,4514.892,0255ac8d-354c-4d33-bfb8-000f9f23d35e
282,723,Business,3,3136.5180000000005,29e32d50-a06f-43c9-a2b6-71accd500eef
283,136,Economy,2,2523.8999999999996,8c8e3a08-b21d-41c1-9776-d2e0bad5950c
284,415,First,2,3541.656,6a8dd335-cf89-49a3-830d-5f5220580f21
285,849,Business,1,4689.8099999999995,7c74d634-5408-48f6-9a5e-854188a17a0e
286,114,First,1,4417.049999999999,2cd0246d-c3eb-4a49-8436-b33684164e92
287,492,Economy,4,3517.98,aa1b58e6-8aab-4eda-a2e5-7134fe9e34f8
288,646,Business,4,4613.9400000000005,d120693d-7eea-422f-86a3-8cd447371c84
289,975,Economy,4,1676.82,d849e730-0421-43c2-be37-376b811a9f6b
290,359,First,3,599.4000000000001,89452608-88e5-4321-8640-01b774525b40
291,954,First,1,657.547,39d5ab8f-a118-40a3-b75a-a0c9a9b7e647
292,782,First,2,1682.328,69414bf8-1331-46c3-be15-1e1c9ad63966
293,291,Business,4,4056.0750000000003,0e33be15-e3fb-45fc-b642-e0f2034309d8
294,126,Business,2,6319.92,bc59f69b-0c5d-4b94-bb93-331aa6d8c322
295,280,Economy,4,4828.7699999999995,dfc374cc-2468-4e12-99d8-a1bd16ee515f
296,978,Economy,1,1262.5079999999998,d5d73b20-6e4b-45a7-baf8-4bfc18b8d3d5
297,478,First,2,2980.7999999999997,c008e952-3a0e-4d11-9ee4-c77f005616e2
298,104,Business,3,4690.125,f5ffccc2-ba36-4945-96a1-028022a75e18
299,800,Economy,2,5229.885,65c85e66-0459-4398-b4ce-5a0611a4ff30
300,331,Economy,2,4415.364,39d69de1-28d9-4907-a61d-9a33a54902e1
301,748,Economy,3,9442.16,a5a8db98-92f6-47b3-aade-7a1615add4f9
302,357,First,4,3702.6000000000004,690d1b6b-1c5a-4b5a-ab2f-dc7dc3dbc19f
303,967,Business,1,2257.62,73fceb49-58f3-40a4-b7e4-7b2b53338648
304,863,Business,3,3496.632,afff4faf-5506-478f-92eb-21c9968b967b
305,234,First,4,4442.42,345f65c4-5763-4a75-a88f-e2a4e3dd7545
306,809,First,3,816.12,02c584ed-bc94-4b42-ab02-178d6d42d861
307,364,First,4,441.43500000000006,847afaaf-978d-47f6-8435-d766b18987f6
308,997,Business,2,1266.36,4f3b42e2-44a0-47a9-8c63-24927cf68291
309,971,First,3,5379.8099999999995,b5fd327c-2812-4aff-861b-c5c2d6793e2a
310,396,Economy,3,3701.604,037ac7d7-9388-438a-893f-72b3d5c32f45
311,562,First,3,1552.06,8a458985-d8f5-422a-b3fc-36872f7dd473
312,888,Economy,2,3401.808,44243466-e816-4b70-8935-734e8d8ee352
313,900,Economy,2,5955.82,d1c0908e-5bc3-4ce6-8079-712d4f711651
314,317,First,3,2147.3430000000003,16c1a946-46bb-4e44-b4ce-595452b4556c
315,332,Business,1,2719.872,7b44c8f6-5415-45fc-854f-766c112e2b98
316,473,Business,4,2641.605,fedb05e7-75e4-42e8-bfd4-6de514481f6b
317,582,First,3,9338.22,75b617b3-7b46-48ff-a93e-ee50d6fa9a6b
318,499,First,1,7190.61,44d53b0a-20d2-49d2-898d-1b9a205a2c17
319,475,Economy,2,8924.2,40b8c1b1-0a9d-4be9-92b6-4356297ae47e
320,880,First,4,5127.24,901f9b35-14c5-4bf4-aed1-259f7f6e89ca
321,416,Business,4,5802.48,30068c08-f44c-4311-af58-c58774bea2d3
322,877,Economy,4,4425.744,25c6f83c-9b81-4ff2-a3ce-2219808b236e
323,138,Economy,1,2795.124,7bd10bc9-1141-4273-bbbc-1c05f61b4bdd
324,967,First,3,3073.5,d20347e8-e65f-490c-82b5-6c07e08ebf79
325,23,Economy,2,4720.02,f0d5e9ac-e77e-4138-8713-c415227e3a9e
326,887,First,2,5232.78,ca9d346f-acda-4159-a212-a08e3ff5dbd9
327,849,Business,1,4565.62,793594c0-f7b8-4f67-aa1c-a3393906a4c0
328,265,First,4,4829.076,a74e1426-8094-4dc0-8dba-11a65c0b771b
329,26,Business,4,4914.921,751afd57-3d8d-48aa-8062-3d3c9da5ec8e
330,905,Business,2,3303.7349999999997,eb5b4d52-35f6-484e-8a8e-89021d0d8c6e
