Customer ID,Flight ID,Rating,Feedback Comments,Date of Feedback
37369922-ce7b-4f33-adb1-e87acb84c117,298,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-03-24
b562a8f3-de9b-4a70-aad4-789434e90fa4,168,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-02-04
59ad0a0d-088a-4ee9-85cc-b0bebec87e3d,446,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-01-06
2287b33f-8a47-4acc-a2f7-1a6aeac16bb0,444,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-02-02
cce72edf-fe63-42b1-acff-2a9a68440ed6,98,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-04-01
32b9977a-1e52-41b7-95ae-6c6a48116b19,596,1,Extremely disappointed. The flight was delayed for hours and the staff was unhelpful.,2025-03-30
f1e88bb9-9b5b-49fd-ab66-55b473bff471,147,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-18
d8f0e017-793c-4342-95e2-76af8df5be3f,982,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-03-24
46a67385-e885-48cf-a6bc-0da460a6c5be,67,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-03-10
536466bd-3f63-4ef4-bd02-f30fa58943ac,339,1,I will never fly with this airline again. Terrible experience overall.,2025-03-27
058eb15b-d76c-4422-98e5-7c11e11db058,337,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-03-05
5b2fd787-c97d-49a4-9b62-c799e1494bba,450,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-29
02907b57-efa1-4500-b198-fbf88ff0dd34,389,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-03-17
cf2309ea-8ee5-44da-88b8-19d83ea64b8a,985,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-03-14
4b2a41f9-e6e0-4842-9553-812558db10e3,638,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-04-10
a9658e5d-9d24-42d5-80a8-9dba96927792,40,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-03-03
ac7568b9-706f-4457-9254-70f2fccf3ad6,683,2,"The seats were uncomfortable, and the meal was disappointing, but the crew was friendly.",2025-03-06
cb216fa7-866f-426f-af6a-0dcc63dcbf4b,204,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-04-03
4e2be9d2-6f49-4fcc-a596-c9a1bc29ff85,616,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-22
34f8f585-332b-4879-b22a-556a4d2c4f97,107,1,Extremely disappointed. The flight was delayed for hours and the staff was unhelpful.,2025-02-28
9cc93307-0c0e-47d0-bdb7-71d5fea97a31,771,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-04-09
9dddd5ee-01ad-4807-a9cb-784c2daf0148,878,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-17
08bf58b7-084d-4899-a2d8-4ca26bdb1eca,418,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-03-13
4995e6a5-f23e-4ba4-828e-5b4ee0c935a8,747,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-02-04
88c2095f-3599-4aa8-a452-a95d0e7fa386,802,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-03-05
a49d576b-7603-4259-adb1-f09f45a19287,876,1,Extremely disappointed. The flight was delayed for hours and the staff was unhelpful.,2025-02-09
004a8b79-7c15-442a-9ba5-df0ce36ad79e,999,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-04-11
c783bfe0-c3fd-4162-a7cd-3c69bdfe19f0,929,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-28
ac636bb6-7966-4f12-8c81-62bfafa5034c,824,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-18
58e7b1ae-af4d-4792-9f16-223ef8618af0,139,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-01-26
2251ac38-800d-4770-a970-9ac954f740cf,992,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-26
77a409d1-a04d-447b-a553-b89edd18b754,281,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-04-12
ad39fac0-418c-4b4c-9f27-fe297fa6d07b,142,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-20
613611c4-b420-4cf6-80c1-9cf7850ee405,452,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-21
26feeb70-ab88-4fb8-a028-09b9f7691a32,451,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-03-09
ec393f17-3014-4520-928a-4895dc0a480a,655,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-20
80074fbe-0e57-49d3-a8e3-195cc2bc7f0a,781,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-04-11
1f250992-9cf6-4ed0-9691-c5a9b82584ba,793,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-08
5e66b717-3606-4b84-911a-f15673929275,114,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-20
3f5ab639-4bb9-433b-88fd-d5736af93d65,232,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-05
784010e5-46a5-48fa-8812-7aa7e74ac5b6,766,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-02-12
78435c55-b7e8-416f-9e5b-509525e00603,284,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-04-01
1663a89a-9687-4493-8b5b-795a5d895e6b,245,2,"The seats were uncomfortable, and the meal was disappointing, but the crew was friendly.",2025-01-29
55acede6-ff10-401a-9e78-d2d8f0492139,79,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-10
22248a65-99ef-4105-b44f-72dd9727c6cc,745,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-04-14
b0c84a98-de15-4ed8-92f1-229a5c63d36f,150,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-15
38361d15-cd97-424b-9da4-2a49aa4beb9b,553,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-09
7fb1bd54-5725-47c6-88a3-51909b137450,683,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-01-10
305846e2-e726-4fc4-982c-dd3ade5ea1c6,594,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-03-14
e18d2129-ada7-4c07-bddf-42deef136a34,310,2,"The seats were uncomfortable, and the meal was disappointing, but the crew was friendly.",2025-04-18
a4d3e44f-370c-4466-9b7e-c1e9b1f314cb,512,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-03-17
6255bd43-54ab-49b3-a4e0-29ca8542f19c,790,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-03-10
71197954-21cc-43f8-93e0-203292fbb742,755,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-02-06
a2a51410-09d1-442d-972d-dde0e35b610a,301,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-02-04
89c9370a-1bc1-44ca-9aca-d28f2934da8c,649,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-03-11
d13e4add-8ee3-4cf2-9747-3a33091277c8,795,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-25
c0a1dead-5bd5-4d28-bc25-2e90b66f87cd,661,2,"Flight was delayed, but the staff tried their best to manage the situation.",2025-02-11
327de12d-c0ab-49ff-b6e2-4b9552f8181c,241,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-02-18
f47c4d3f-0b20-404d-8d11-9849b9b7be3d,236,2,"Flight was delayed, but the staff tried their best to manage the situation.",2025-02-01
239798a0-987a-487a-a1fe-d1a85b412446,86,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-14
d48d79e7-c2b9-423d-948f-dc7de5ddf056,11,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-03-05
e4212091-63bb-4aac-a374-2450af7eebb1,849,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-04-08
2b9db235-ae6d-4ed2-ab6c-989c99481855,263,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-04
809ca92b-2a5d-4691-91d7-2b7de57a745e,128,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-06
8dcaca1e-7472-40d3-9fd0-193bcd3a6557,674,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-04-06
39318338-0f5a-4491-a2e2-32e083d9c2a6,414,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-02-15
dec29be6-8784-41b9-9206-120634ac96fd,663,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-03-29
2d338535-e218-4976-89c7-b40435eccab8,994,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-03-07
21f31b8e-78c3-43a3-8066-8f49f7a01dbf,825,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-15
b1c1c420-b77f-4c44-91a7-1821aea371fe,197,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-01-17
5ad7fa65-55a4-43cb-b5c4-6e84fde4d2e2,678,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-04-08
48853a55-99f8-49b0-b68a-5fb03bb93694,63,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-01-07
089589fd-ba57-445d-949e-2b920f3a8712,96,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-03-19
35922c1a-8ea2-4f1e-bc4d-cb981581b371,993,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-02-25
4840a002-7ff5-4dbf-8dcd-f875621a470d,683,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-03-13
4569e66a-6f5e-4b44-94a3-c3c7d5770ef5,280,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-04-14
1e2aa031-599d-45e1-911d-7ce179858116,683,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-04-02
905ea011-1231-497c-81a2-40285d705e5e,230,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-03-03
38969446-c897-443f-99b3-b7d63f11ab0d,261,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-21
fbf1b96e-0267-4074-ac5a-21bb7b1beff0,690,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-01-13
f4ab40ba-41aa-4a09-89c6-ec3a78725619,353,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-03-23
a16cb9a5-6ed6-420a-b299-5db1f9bd0df0,633,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-17
84a55d42-d648-4a7a-a4e1-a2035a1d4aa1,606,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-03-11
bb87b69f-a876-47a7-b452-6a278c5077ad,476,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-02-16
c7fb7856-7500-4a75-98bf-8d1a1227e4a7,546,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-20
fdfd4915-1896-4c1a-985b-3e3397f6eca3,831,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-09
3a29952f-d029-4312-bef9-e798126287f3,342,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-03-31
4a50277f-0235-446c-aec3-e6b45fb499a6,870,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-01-07
a0f93365-6334-4c05-b598-8b58f3fa7286,507,1,Extremely disappointed. The flight was delayed for hours and the staff was unhelpful.,2025-03-13
5200893d-a260-49da-8432-e332bb534edc,518,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-04-10
be4cd00a-e41d-463d-9695-4ce2582c083c,78,2,"Flight was delayed, but the staff tried their best to manage the situation.",2025-03-16
351f5e38-2777-4ea2-8dcb-50781202c530,122,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-02-12
3ff9c22e-0b83-48c9-9b75-98b738b9e4b2,593,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-04-08
3835a695-cf0d-4a93-b3e7-061055de24f9,69,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-02-12
d34a4b14-5099-4108-b702-9a1a00409e99,192,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-03-13
441870f8-0a1d-417b-9f9a-a1ec5fbcfbd4,898,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-01-19
9cf8fdf8-fbfc-49ef-b7fa-d338802864b1,857,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-01-09
f671a647-6b3f-493e-8fd0-27ae01c9efaa,316,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-03-31
fef8adfa-f083-4550-8785-0065a2e65629,243,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-02-14
2c8adec4-e300-44b7-a732-d9c6593a4dbd,740,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-02-23
2ce63566-7063-4da4-abe6-6767b1420a68,363,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-21
4094b017-840f-4152-b6c9-da8375e44100,588,1,Extremely disappointed. The flight was delayed for hours and the staff was unhelpful.,2025-03-17
902242a7-9274-4818-bd8e-0b00fc1c5d1c,771,2,"Flight was delayed, but the staff tried their best to manage the situation.",2025-02-18
5976a6af-ce3a-485b-baee-d0ced19d175c,100,1,"Worst experience ever. The flight was uncomfortable, and the staff was rude.",2025-01-10
6a216d38-dd90-4885-b42a-a244bea39d24,5,2,"Average experience. The flight had a slight delay, and the cabin wasn't as clean as expected.",2025-04-12
9a2621cf-eadd-4b92-beaa-0531bfa580cc,628,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-19
3b9c7d3a-fdf1-4e74-90db-5a49d01e57b8,952,2,"Average experience. The flight had a slight delay, and the cabin wasn't as clean as expected.",2025-02-03
1b1f6d49-595d-4648-856c-0ce777ae5841,17,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-03-30
2eef2fbe-2ac8-4458-a898-5f191285538f,617,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-26
12bef20f-2ec6-4b2f-9a39-2a9146d72767,930,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-03-12
0f5a15ce-2ebe-4e1f-bfbf-073b3c398a04,950,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-24
4f2fb4bb-9c8a-4589-8937-693ddede525e,923,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-03-08
30f0f9af-f182-4664-ad59-fcaa0c54279f,189,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-12
ca3529b1-935d-469c-a5e9-e536d8c9bf3a,654,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-01-07
789c9eea-9041-47b7-ae98-71d57e75ca2f,723,2,"Flight was delayed, but the staff tried their best to manage the situation.",2025-03-23
f89c8b25-4778-447e-9dc1-e3bd28b34a8c,754,1,"Worst experience ever. The flight was uncomfortable, and the staff was rude.",2025-03-05
878b3206-643f-471c-a355-a9bbbaa54c15,568,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-04-09
c6b0dffd-2f3d-4c85-a05d-1b8b7f797d08,372,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-02-07
043a7041-5b6d-4b5b-97a6-63f71bd306c7,783,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-17
408b8f09-5668-422f-aee6-88812fdb4829,180,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-27
ec6e5c8f-21b6-4cd4-b9fc-c4b1e08a90ea,293,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-03-12
ffe009d7-265c-469e-9ae4-bff92bbd961e,823,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-02-06
c8a12d77-0cc7-46fc-a57e-1cacdf6220c6,614,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-02-25
700a69f9-bfd7-4902-95c7-69d748e466ec,499,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-03-05
5a977bd2-2058-44e9-9bd2-c7450d8c6019,373,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-03-11
66c87f14-a43d-44a1-b357-584b2f64af0b,840,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-01-10
ad26e191-6308-4ad5-8ccf-df77bc7e6362,578,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-03-25
ce65f6ce-0f5d-4143-8b30-c592505957d7,203,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-04-18
fa5a58ae-7261-4a3f-bd1f-ef53730c0de0,956,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-14
10c429c0-ccd5-4b25-8e7f-3a0528d2154e,336,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-04-08
68391c0c-39b1-4b80-80ca-3e4c8423cf99,931,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-04-01
f37d2b67-20c9-42e3-ae51-8a03c275e439,2,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-02-08
5106ef3b-929a-42b7-9afa-8bf5563f475a,17,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-02-20
9f13df98-3939-4cf2-a72e-511ea4fdc108,801,1,Extremely disappointed. The flight was delayed for hours and the staff was unhelpful.,2025-01-21
e093a35b-06c1-4020-a419-ac26bfd05171,677,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-04-12
84719c14-cfaf-4e2c-ba2b-434f58a9b215,195,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-16
5f5df532-b3ba-42a4-a906-4f66029c9dd3,284,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-03-04
0e293340-5324-40e2-aac2-0ef1ec1114ad,97,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-03-09
53a20e20-57df-4e46-86cb-ee236f962262,462,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-22
3ccab107-0d03-4077-a806-ef824243d47a,879,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-03-14
1c71be66-8741-4829-8794-31c32fe13a60,228,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-17
690cb8ef-5db2-4473-a5ea-0719b418ef7c,108,1,"Worst experience ever. The flight was uncomfortable, and the staff was rude.",2025-03-23
4eba97c8-89c3-4407-afad-6b01a01381c2,281,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-28
28a45bd4-6340-4aa1-ab34-9e42067a5cea,501,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-03-03
0f8d73de-4e93-4a43-bad5-f7d4afb7b44a,430,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-26
3d265bc3-2bb7-4101-8fae-30fe4089eedf,493,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-19
c369e078-983c-440b-9a5f-2c6423014470,2,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-25
47a41fad-4fe4-4d16-a539-c3bf47ebd38f,769,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-26
e2644017-fece-4494-aa13-4442eae41943,648,2,"Flight was delayed, but the staff tried their best to manage the situation.",2025-03-30
8b6145e4-8e2b-4f2f-9a97-bde0c2913c0e,870,1,Extremely disappointed. The flight was delayed for hours and the staff was unhelpful.,2025-01-07
afc79c38-c867-4a06-bba0-25fb11167060,167,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-02-28
45234ab9-d26e-47b2-8a29-354f1e83f379,905,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-01-18
cf19a9f2-4508-4cbc-8fc4-2f5916a86e01,695,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-02-24
791ce667-5b87-4a8f-b34a-83455094167c,60,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-02-13
51c9df9a-039b-4c36-b105-8a893f8065dc,530,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-02-10
2e6465bf-14c7-4c0b-ad51-a35b18512171,149,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-02-23
d4ba92d9-c4ea-467c-baf9-9e3bd32e4030,26,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-13
dd614000-b468-4564-839c-083e581a79eb,876,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-03-27
43f17bd5-ab19-4ea7-8f8d-ef8edb34835d,666,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-02-24
2c9541af-dd91-4a82-91e7-bc550f2298b0,194,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-10
685b663a-5f7d-4bcb-9c12-8a670140c12f,508,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-04-15
9a7a9cc0-ede5-4192-80aa-323e813f76bf,868,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-03-07
642289da-d126-4c67-a5f9-05831169412d,448,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-01-26
66d7987c-4225-4a04-b18b-1ffe5d776ae8,736,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-01-05
f5d0abf5-8d43-4eea-8220-071661e88058,827,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-03-11
6d97138c-72c4-4423-b268-57af1fa1e7b0,998,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-02-27
865b0033-3dca-41a3-9f67-f39a39d08683,774,5,"I had a fantastic experience. The flight was on time, and the staff went above and beyond to make passengers comfortable.",2025-03-02
00b0fc9c-4d3e-4e71-93a0-9b7b1916e05b,941,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-02-27
d24125c2-4a67-492d-a96b-50912f49130b,29,5,"Best flight I've had in a long time. The crew was exceptional, and the flight was perfect.",2025-03-18
e27865bb-785d-475c-8bad-f25923ae9050,219,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-03-10
f57b4142-6980-42b1-854c-cb6ea610864c,348,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-01-27
f3554423-8134-436d-98a6-ed2452788231,164,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-14
7d94a158-1e9e-49a1-8776-9a449684b329,220,3,"Flight was okay. The staff was helpful, but there were a few hiccups during boarding.",2025-01-27
373bd624-dba7-4bc9-8663-9d1b25ed37d3,336,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-01-12
63e144b3-5e2f-424f-aa97-32771246f045,503,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-20
d3d8a7e9-10f3-4885-952c-ea4e8d53329c,75,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-04-04
dd65631a-2cfe-401b-bdd1-d4e842bc386d,952,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-02-07
9254bfdc-43ce-43f9-9da5-e78538e7c476,68,2,"Flight was delayed, but the staff tried their best to manage the situation.",2025-01-24
1faeb444-9eaa-4610-9d4c-72428709a5e7,779,4,"Great experience! The flight was on time, and the crew was very helpful.",2025-03-18
61529512-5d1b-473b-855e-93882462ddcc,847,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-03-22
6892eafd-fe63-44e3-b6db-76cbed40ce69,9,2,"The seats were uncomfortable, and the meal was disappointing, but the crew was friendly.",2025-03-19
d8483740-0dfd-4448-897e-c2d6777d9970,378,5,"Excellent flight! The staff was extremely courteous, and the flight was smooth and punctual.",2025-03-02
afc86721-9f34-4201-b60c-cbe9334f94a6,945,3,"The flight was on time, but the service could have been better. The food was mediocre.",2025-01-28
1f9ec813-2682-4a63-8c8a-dcb1dd20384b,826,4,Comfortable seats and on-time departure. The staff made sure everything went smoothly.,2025-04-04
af7e2a2e-d292-4ece-bd33-80b987c981ad,261,4,"Pleasant flight. The crew was excellent, and the amenities were above expectations.",2025-02-26
af07bae4-ff4f-44e8-9960-31a838affcd8,335,3,"Not bad, but not great either. I expected better amenities on a long flight.",2025-03-18
